imdb_id,cast,director,keywords,genres,production_companies
tt2396436,Jessica Tovey|Nicholas Gunn|Pippa Black|Tim Phillipps|Andrew Ryan,David Campbell,revenge-from-beyond-the-grave|rape-and-revenge|rape-and-murder|vengeance|vengeful-ghost,Horror|Mystery|Thriller,Thirteen Disciples
tt2290553,James Norton|Tom Hopper|Ed Skrein|Ryan Kwanten|Charlie Murphy,Claudio Fäh,viking|noble|sword|violence|battle,Action|Drama|History,Elite Filmproduktion|Jumping Horse Film|Two Oceans Production
tt3339674,Anton Yelchin|Ashley Greene|Alexandra Daddario|Oliver Cooper|Dick Miller,Joe Dante,teasing|rake|psychotronic-film|reference-to-hades-the-greek-deity|punched-in-the-face,Comedy|Horror|Romance,Voltage Pictures|Elevated Productions|Act 4 Entertainment|Scooty Woop Elite|ArtImage Entertainment
tt2581244,Aubrey Plaza|Dane DeHaan|John C. Reilly|Molly Shannon|Cheryl Hines,Jeff Baena,zombie-girlfriend|female-zombie|sex-with-a-zombie|zombie-apocalypse|kissing-a-zombie,Comedy|Fantasy|Horror|Romance,Abbolita Productions|American Zoetrope|Destro Films|StarStream Media
tt2872724,Julia Stiles|Scott Speedman|Stephen Rea|Pixie Davies|Vanesa Tamayo,Lluís Quílez,haunted-house,Horror|Thriller,Apaches Entertainment|Cactus Flower Producciones|Dynamo|Fast Producciones|Imagenation Abu Dhabi FZ
tt2372222,Saurabh Dhingra|Salman Khan|Jacqueline Fernandez|Nawazuddin Siddiqui|Randeep Hooda,Sajid Nadiadwala,thief|adrenaline-junkie|train|police-station|daredevil,Action|Comedy|Crime|Thriller,Muranów|Nadiadwala Grandson Entertainment|TVP|TVP
tt2762970,Luke Benward|Dove Cameron|Mike Manning|Kiersey Clemons|Amy Farrington,Paul Hoen,dog|filmed-in-utah|pantyhose|patterned-pantyhose|nude-pantyhose,Drama|Family|Sport,Blondie Girl Productions|Hollywood Farms|Salty Pictures
tt2182256,John Karna|Caroline Traywick|Kate Kneeland|Steve Coulter|Zoe Myers,Dan Beers,time-loop|premature-ejaculation|embarrassment|high-school|kicked-in-the-crotch,Comedy|Drama|Fantasy,FilmNation Entertainment|Resnick Interactive Development
tt1562899,Dominic Rains|Ray Park|William Atherton|Faran Tahir|Serinda Swan,Ajmal Zaheer Ahmad,jinn|genie|michigan|no-opening-credits|devil,Fantasy|Horror|Thriller,Exxodus Pictures
tt2314824,Nat Wolff|Selena Gomez|Mary-Louise Parker|Elisabeth Shue|Dylan McDermott,Tim Garrick,sex-with-friend's-mother|voyeur|voyeurism|nudity|female-nudity,Comedy|Romance,Mad Chance|Starboard Entertainment
tt2325002,Dylan McDermott|Yulia Snigir|Peter Facinelli|Andrey Ivchenko|David McNally,Mikael Salomon,freezer|die-hard-scenario|claustrophobic-setting|locked-in-a-freezer,Action|Thriller,Envision Media Arts
tt2465140,Nia Long|Wendi McLendon-Covey|Amy Smart|Zulay Henao|Cocoa Brown,Tyler Perry,chick-flick|feminism|single-parent|ass-tagging|private-grammar-school,Comedy|Drama,Lionsgate|The Tyler Perry Company
tt2667918,Nate Parker|Jason Ritter|Maggie Grace|Max Greenfield|Aubrey Plaza,Jesse Zwick,bathtub|friendship|depression|running|writer's-block,Drama,The Bedford Falls Company|Footprint Features
tt0458413,Pierce Brosnan|Toni Collette|Imogen Poots|Aaron Paul|Zara White,Pascal Chaumeil,attempted-suicide|crying-woman|pantyhose|patterned-pantyhose|female-stockinged-legs,Comedy|Drama,Wildgaze Films|BBC Films|DCM Productions|Film4
tt3489470,Émilie Dequenne|Loïc Corbery|Sandra Nkake|Charlotte Talpaert|Anne Coesens,Lucas Belvaux,topless-female-nudity|female-rear-nudity|barefoot-woman|2010s|title-same-as-book,Drama|Romance,Agat Films & Cie|Artémis Productions|France 3 Cinéma|Radio Télévision Belge Francophone (RTBF)|Belgacom
tt2624412,Robin Williams|Kathy Baker|Roberto Aguire|Giles Matthey|Eleonore Hendricks,Dito Montiel,male-prostitute|male-rear-nudity|bare-chested-male|gay|gay-virgin,Drama,Camellia Entertainment|Evil Media Empire
tt2387408,Peter Facinelli|Sophia Myles|Nathalia Ramos|Sebastian Martínez|Carolina Guerra,Víctor García,trip|shelter|hex|witch|possession,Horror|Mystery|Thriller,Launchpad Productions|A Bigger Boat|RCN Films & e-nnovva|Bowery Hills Entertainment
tt2141751,Emily Browning|Olly Alexander|Hannah Murray|Pierre Boulanger|Cora Bisset,Stuart Murdoch,blonde|musician|songwriter|glasgow-scotland|female-underwear,Drama|Music|Romance,Barry Mendel Productions|British Film Company|British Film Company|HanWay Films|Zephyr Films
tt2761578,Abigail Breslin|Sean Bean|James Purefoy|Alexa PenaVega|Lew Temple,Mark Young,chess|meth|pawn|love|drugs,Action|Crime|Drama|Thriller,Industrial Entertainment|Nazz Productions|Primary Pictures|Thunder Smoke Media|ThunderSmoke Media
tt1673734,Spencer Rocco Lofranco|Mary-Louise Parker|Ving Rhames|James Woods|Taissa Farmiga,Trevor White,hooded-sweatshirt|cell-phone|watching-tv|gun-pointed-at-someone's-neck|boot-pressed-on-neck,Biography|Crime|Drama|Romance,Star Thrower Entertainment|Synergics Films|Filmsters|Gama Entertainment Partners
tt3804114,Steven Waddington|Siennah Buck|Mike Colter|Christian Contreras|Alex Bhat,No data in IMDb,investigation,Action|Adventure|Family|Mystery|Sci-Fi,Bounder & Cad
tt2556874,Ed Speleers|Will Poulter|Alfie Allen|Sebastian De Souza|Emma Catherine Rigby,Julian Gilbey,credit-card-fraud|miami-florida|male-rear-nudity|bikini|male-objectification,Action|Comedy|Crime|Drama,Gateway Films
tt2382396,Nicolas Cage|Tye Sheridan|Gary Poulter|Ronnie Gene Blevins|Adriene Mishler,David Gordon Green,alcoholic|cigarette-smoking|woods|father-son-relationship|teenage-boy,Crime|Drama,Worldview Entertainment|Dreambridge Films|Muskat Filmed Properties|Rough House Pictures
tt2386278,Harrison Gilbertson|Liana Liberato|Jacki Weaver|Ione Skye|Brian Wimmer,Mac Carter,one-word-title|grindhouse-film|violence|haunted-house|death,Horror|Mystery|Romance,Covert Media|QED International|Revolver Picture Company
tt2769184,Tenika Davis|Jason Momoa|Adrian Holmes|Kjartan Hewitt|Kyle Mac,David Hewlett,low-budget-sci-fi-movie|computer|spaceship|ghost-in-the-machine|computer-programmer,Horror|Sci-Fi,Copperheart Entertainment|Monkeys & Parrots
tt2517044,Alan Powell|Ali Faulkner|Caitlin Nicol-Thomas|Danny Vinson|Aaron Benward,Richard Ramsey,vineyard|wedding|famous-father|wedding-ceremony|reference-to-solomon,Drama|Music|Romance,City on a Hill Productions|Jorva Entertainment Productions
tt2873214,Mackenzie Davis|Logan Huffman|Jeremy Allen White|William Devane|Jon Gries,Simon Hawkins|Zeke Hawkins,go-go-dancer|cheating-girlfriend|best-friend|arson|stealing-money,Crime|Drama|Thriller,Rough & Tumble Films
tt1978532,Tyler Labine|Damon Wayans Jr.|Hayes MacArthur|Thomas Middleditch|Amanda Lund,Rob Pearlstein,date|male-female-relationship|group|picnic|friend,Comedy,Madrose Productions|Straight Up Films
tt2112277,Courtney Hope|Jean-Claude Van Damme|Alfred Molina|Abby Miller|Lennie James,Keith Parmer,neo-western|neo-noir|gangster|police-shootout|police-officer-killed,Action|Crime|Drama|Thriller,Grand Peaks Entertainment|Film Invaders|Exchange Peaks Film Capital|Idea Produzioni|Swelter
tt1418754,Jamie Bamber|Lachy Hulme|Gary Abrahams|Sam Parsonson|Brendan Clearkin,Kelly Dolen,hooded-vigilante|vigilante|pervert|pedophile|hood,Crime|Thriller,Rapidfire Entertainment|Screen Corporation|Rise Media Group
tt1878942,Quinn Lord|Nick Offerman|Gary Cole|Megan Mullally|Darien Provost,Chris Nelson,friendship|lesbian-kiss|coming-out|gay-interest|brownie,Comedy|Drama|Romance,Dude Productions|Laurence Mark Productions
tt1572306,Mena Suvari|Joanne Kelly|Brian Austin Green|Fiona Gubelmann|Robert Picardo,Travis Oates,strip-poker|sex-scene|panties|car-trouble|no-cell-phone-signal,Fantasy|Horror|Mystery|Sci-Fi|Thriller,EchoWolf Productions|Engine Film Group|Last Stop|The Engine|WindowLight Pictures
tt3776288,Tom Berenger|Chad Michael Collins|Doug Allen|Dominic Mafham|Mercedes Mason,Don Michael Paul,military|santorini-greece|revenge|view-through-rifle-scope|female-soldier-deceased,Action|Thriller|War,Destination Films|UFO International Productions
tt2242176,Lilly-Fleur Pointeaux|Catriona MacColl|Murray Head|Gala Besson|Fu'ad Aït Aattou,Romain Basset,french-horror,Fantasy|Horror|Mystery|Thriller,HorseHead Pictures|Starfix Productions
tt3591568,Axel Alonso|Victoria Alonso|Hayley Atwell|Jeffrey Bell|Shane Black,No data in IMDb,behind-the-scenes|interview|s.h.i.e.l.d.|film-series|marvel-comics,Documentary|History,ABC Signature|Disney-ABC Domestic Television|Disney-ABC Television Group|M3 Creative|Marvel Entertainment
tt2965412,Justin Long|Kayla Servi|Eric Winter|Emmy Rossum|Ben Scott,Sam Esmail,6-year-time-span|paris-france|los-angeles-california|star-crossed-lovers|chance-encounter,Comedy|Drama|Romance|Sci-Fi,Anonymous Content|Fubar Films FL|Fubar Films|Incognito Pictures
tt1925466,James Frecheville|Cameron Monaghan|Ron Yuan|Bobbi Salvör Menuez|B.K. Cannon,Joseph Hahn,female-rapist|getting-away-with-rape|unpunished-rape|unpunished-sex-crime|raped-man,Drama,Silver Lining Entertainment|The Collective Studios
tt1396523,Justin Chon|Kevin Wu|Harry Shum Jr.|Eugenia Yuan|Leonard Wu,Andrew Lau|Andrew Loo,chinese-mafia|shot-in-the-head|new-york|immigrant|chinatown,Action|Crime|Drama,IM Global|The 7th Floor|Initial A Entertainment|Artfire Films
tt3711030,Zeb Soanes|Benedict Cumberbatch|Steven Moffat|Mark Gatiss|Alan Barnes,Susannah Ward,making-of,Documentary,Midnight Oil Pictures
tt4189442,Cameron Dallas|Matt Shively|Lia Marie Johnson|Marcus Johns|Andrea Russett,Alex Goyette,barefoot-male|camera-shot-of-bare-feet|camera-shot-of-feet|cheater|bare-chested-male,Comedy,Awesomeness Films
tt2235108,Tyler James Williams|Tessa Thompson|Kyle Gallner|Teyonah Parris|Brandon P Bell,Justin Simien,race-relations|satire|ivy-league-university|controversy|election,Comedy|Drama|Romance,Code Red|Duly Noted|Homegrown Pictures|Syndrome Pictures
tt2378453,Amanda Adrienne Smith|Marc Anthony Samuel|Rodney Rowland|Tom Ardavany|John Charles Meyer,Michael S. Ojeda,rape-and-revenge|deafness|white-trash|redsploitation|gore,Action|Fantasy|Horror|Thriller,Cart Before The Horse Productions|Green Dog Films|Raven Banner Entertainment|Reigning Entertainment
tt3393070,Michael Jai White|Kadeem Hardison|Randy Wayne|Charles S. Dutton|Larissa Vereza,Mark Atkins,superhero|android|police-shootout|street-shootout|shootout,Action|Adventure|Crime|Fantasy|Sci-Fi,The Asylum
tt2337576,Frank Welker|Mindy Cohn|Grey Griffin|Matthew Lillard|Charles S. Dutton,Brandon Vietti|Seung-goo Jo|Young Won Jung,2010s|animal-character-name-in-title|scooby-doo-character|crossover|world-wrestling-entertainment,Animation|Comedy|Family|Mystery|Sport,Warner Bros. Animation|WWE Studios
tt1988621,Chris Osborn|Dora Madison|Roger Edwards|Denise Williamson|Samuel Davis,Eduardo Sánchez,bigfoot|forest|found-footage|fake-documentary|hand-camera,Horror|Thriller,Court Five|Haxan Films|Miscellaneous Entertainment
tt2459156,Gethin Anthony|Frederikke Dahl Hansen|Sebastian Armesto|Olivia Grant|Baard Owe,Mark Raso,danish-culture|canadian-abroad|lying-about-age|copenhagen-denmark|backpacker,Adventure|Drama|Romance,Fidelio|Heretic Films|Scorched Films
tt2454430,Jacques Gamblin|Alexandra Lamy|Fabien Héraud|Sophie de Fürst|Pablo Pauly,Nils Tavernier,ironman-triathlon|triathlon|wheelchair|wound|playing-a-video-game,Drama|Sport,Nord-Ouest Films|Pathé|Rhône-Alpes Cinéma|Canal+|Ciné+
tt2382298,Martin Scorsese|Werner Herzog|Ava DuVernay|Ramin Bahrani|Stephen Stanton,Steve James,film-critic|death|journalist|reformed-alcoholic|cancer-patient,Documentary|Biography,CNN Films|Film Rites|Kartemquin Films
tt2481496,Frances O'Connor|Shirley Knight|Chandler Riggs|Joel Courtney|Mark Duplass,Peter Cornwell,h.p.-lovecraft|male-and-female-protagonists|based-on-the-works-of-stephen-king|based-on-short-story|boy,Horror|Thriller,Blumhouse Productions|Wonderland Sound and Vision
tt2125685,Alexandra Lydon|Todd Stashwick|Audrey Marie Anderson|Barak Hardley|Colby French,Bryan Bertino,blood|found-footage|evil-clown|round-ass|cleavage,Horror|Thriller,Blumhouse Productions|Marc Platt Productions|Unbroken Pictures
tt3480556,Steven Seagal|Victor Webster|Iulia Verdes|Tzi Ma|Sofia Nicolaescu,Keoni Waxman,bucharest-romania|ex-military|hellfire-missile|drone-strike|international-arms-dealer,Action|Crime|Thriller,Grindstone Entertainment Group|Voltage Pictures|Picture Perfect Corporation|Steamroller Productions|Actionhouse Pictures
tt2714900,Vivian Maier|John Maloof|Daniel Arnaud|Simon Amédé|Maren Baylaender,John Maloof|Charlie Siskel,street-photographer|female-photographer|photograph|photography|nanny,Documentary|Biography|Mystery,Ravine Pictures
tt3200980,Kristoffer Polaha|David DeSanctis|McKaley Miller|Michael Grant|William Zabka,Chris Dowling,career|down-syndrome|baseball-player|father-daughter-relationship|ex-baseball-player,Drama|Family,Godspeed Pictures|Stealth Tiger Entertainment|Attic Light Films|Produce Films
tt1621046,Kerry Ardra|Maynor Alvarado|Yancey Arias|Wes Bentley|Sara Banerjee,Diego Luna,liberation-theology|yuma-arizona|arizona|farm|farm-worker,Biography|Drama,Canana Films|Equipment & Film Design|Imagenation Abu Dhabi FZ|Mr. Mudd|Participant
tt3597380,Steve Martin|Tom McGrath|David Soren,Todd Wilderman,cgi-animation|3-dimensional,Animation|Short|Comedy|Family|Sci-Fi,DreamWorks Animation
tt3518988,Dan Harmon|Jeff Bryan Davis|Erin McGathy|Spencer Crittenden|Steve Agee,Neil Berkeley,real-life,Documentary,Future You Media|Starburns Industries
tt2166934,Sean Young|Diane Guerrero|John Stamos|Tika Sumpter|Michael Rapaport,Mike Young,playboy,Comedy,Lionsgate|Step One Of Many Entertainment|Imprint Entertainment
tt3455224,André Bauma|Emmanuel de Merode|Mélanie Gouby|Rodrigue Mugaruka Katembo|Vianney Kazarama,Orlando von Einsiedel,gorilla|nature|national-park|congo|belgian-congo,Documentary|War,Grain Media|Violet Films
tt2389162,Nick Principe|Robin Sydney|Todd Farmer|John Fallon|Alice McMunn,Ravi Dhar,homage|revenge|hate|rage|lust,Action,Snowfort Pictures|Automatic Entertainment
tt2994948,Dean Stockwell|Sean Patrick Thomas|Blanche Baker|Kristen Bush|Anthony Del Negro,Colin Theys,secret,Horror|Thriller,Synthetic Cinema International|Chiller Films
tt2382422,Vincent Lacoste|Charlotte Gainsbourg|Didier Bourdon|Anémone|Valérie Bonneton,Riad Sattouf,male-frontal-nudity|female-dominated-society|matriarchal-society|dictatorship|political-satire,Comedy,Les Films des Tournelles|Pathé|Orange Studio|Alvy Distribution|France 2 Cinéma
tt3419894,Kil-kang Ahn|Sung-Ki Ahn|Greg Chun|Marc Diraison|Dorothy Elias-Fahn,Beom-gu Cho,brother,Action|Crime,No data in IMDb
tt2567038,David Carranza|Tiffany Mualem|Cal Bartlett|Christopher Soren Kelly|Anthony Nuccio,Jamin Winans,truck-stop|semi-tractor-trailer|cargo-theft|stealing-a-truck|handkerchief-mask,Crime|Drama|Fantasy|Romance|Thriller,Double Edge Films
tt1965162,Luke Moran|Sean Astin|Sara Paxton|Omid Abtahi|John Heard,Luke Moran,directed-by-writer|written-by-director|year-2003|us-army|war-on-terror,Drama|Thriller|War,Rebel One Pictures
tt2547210,Brett Davern|Beau Mirchoff|Bill Sage|Sharon Lawrence|Nicole Badaan,Alex Ranarivelo,No data in IMDb,Action|Sport,American Cinema International|ESX Productions|ESX Entertainment
tt2062622,Stephen Mangan|Jim Broadbent|Rupert Grint|David Tennant|Ronan Keating,Mike Disa,slimehouse|shrekcore|postman|based-on-tv-series|1980s,Animation|Comedy|Family,Classic Media|DreamWorks Animation|Universal Animation Studios|RGH Entertainment|Rubicon Group Holding
tt3521134,Adi Rukun|M.Y. Basrun|Amir Hasan|Inong|Kemat,Joshua Oppenheimer,torture|ophthalmologist|genocide|indonesia|self-justification,Documentary|Biography|History,Anonymous|Britdoc Foundation|Final Cut for Real|Making Movies Oy|Making Movies Oy
tt2198241,Craig Fairbrass|James Caan|Jason Patric|Shannon Elizabeth|Melissa Ordway,Brian A. Miller,scene-of-the-crime|military-contractor|desperation|morgue|detective,Action|Thriller,Zero Gravity Management|Hollywood Media Bridge|Give Entertainment|Premiere Entertainment Group
tt4157220,Iris Apfel|Harold Koda|Dries Van Noten|Inez Bailey|Bruce Weber,Albert Maysles,fashion-show|fashion-institute-of-technology|flamboyant|little-black-dress|makeover,Documentary|Biography|History,No data in IMDb
tt3242756,Mark Wood|Lisa Cameron|Lisa Livingstone|Rebecca Wilkie|Adam Coutts,David Ryan Keith,axe-murder|backwood-slasher|axe-wielding-maniac|urban-legend|masked-killer,Horror,Clear Focus Movies|Clear Focus Movies
tt2992552,Tom Sizemore|Lex Shrapnel|Anthony Oseyemi|Michael Everson|Darron Meyer,Roel Reiné,time-bomb|cia-central-intelligence-agency|congo|mission|fight,Action|Drama|War,Film Afrika Worldwide|20th Century Fox Home Entertainment|Rebel Entertainment
tt1762233,Idris Elba|Lambert Wilson|Lillie-Mae Stewart|Humberto Tan|Hayley Joanne Bacon,Patrick Morris|Neil Nightingale,No data in IMDb,Documentary,BBC Earth|BBC Worldwide|Evergreen Recording Studios|Legend3D|Reliance Big Entertainment
tt2437548,Paul Schneider|Melanie Lynskey|Audrey P. Scott|Michael Chernus|Celia Weston,Angus MacLachlan,reunion|north-carolina|packing|moving|extramarital-affair,Comedy|Drama|Romance,Epoch Films|RC Pictures
tt4050552,Peter Capaldi|Jenna Coleman|Nick Frost|Samuel Anderson|Dan Starkey,Paul Wilmshurst,christmas|santa-claus|twelfth-doctor|elf|dream,Adventure|Drama|Family|Mystery|Sci-Fi,BBC Cymru Wales
tt2179936,Patrick Warburton|Pete Davidson|Tiffany Haddish|Wilmer Valderrama|Efren Ramirez,Nick Cannon,fat-suit,Comedy|Drama|Music,N' Credible Entertainment
tt4679082,Reese Witherspoon|Benedict Cumberbatch|Laura Dern|Steve Carell|Jenny Slate,Elaine Constantine,No data in IMDb,Short|Comedy|Music,No data in IMDb
tt3347518,Katharine McPhee|Mike Vogel|JoBeth Williams|Joe Massingill|Rachel Skarsten,Kenny Leon,competition|dream|architect|mother-son-relationship|fountain,Animation|Drama|Family|Romance,Sony Pictures Television|Hallmark Hall of Fame Productions|Province of British Columbia Production Services Tax Credit
tt2381046,Morgan Saylor|Noah Silver|Cameron Monaghan|Brett DelBuono|Fred Tolliver Jr.,Carter Smith,homoerotic-friendship|gay-character|gay-crush|gay-ghost|closeted-gay,Drama|Fantasy|Mystery,Verisimilitude|Mountaintop Productions
tt3970482,Roger Waters|Dave Kilminster|Snowy White|G.E. Smith|Jon Carin,Sean Evans|Roger Waters,album,Documentary|Music,Rue 21 Productions
tt3461828,Scott Mechlowicz|Alphonso McAuley|Winter Ave Zoli|Vanessa Branch|Leonardo Nam,John Stockwell,female-nudity|stripper|sex-montage|martial-arts|espionage,Action|Comedy,Lleju Productions
tt3384904,Adrian Paul|Jhey Castles|Georgina Beedle|John Rhys-Davies|Dylan Vox,Ben Demaree,death|disaster-film|profanity|helicopter-crash|machine-gun,Action|Adventure|Drama|Thriller,Nimar Studios
tt3576038,Susan Carter|Ian Cheney|Philip Chiang|Andrew Coe|Liang Xiao Jin,Ian Cheney,real-life,Documentary|Comedy|History|Mystery,Sundance Selects|Wicked Delicate Films
tt3120054,Leslie Bibb|Kevin Curtis|Nadia Dajani|Betty Gilpin|Michael Godere,Liz Tuccillo,hospital|hit-by-a-car|broken-arm|broken-leg|blonde-woman,Comedy|Drama|Romance,No data in IMDb
tt3723996,No data in IMDb,Kyungmin Woo,alien|spaceship|package|delivery-man|news-report,Animation|Short|Comedy|Sci-Fi,Alfred Image Works
tt2088745,Allen Iverson|Tom Brokaw|Larry Brown|Dwyane Wade|Carmelo Anthony,Zatella Beatty,hip-hop|basketball|hall-of-fame,Documentary|Biography|Sport,214 Films
tt3696720,Tricia Helfer|Gil Bellows|Brian Van Holt|Andrea Roth|Brandon P Bell,No data in IMDb,infidelity|outer-space|mission|murder|love,Drama|Sci-Fi,Levens|Blumhouse Productions|Sea to Sky Entertainment
tt2593224,Catherine Deneuve|Gustave Kervern|Féodor Atkine|Pio Marmaï|Michèle Moretti,Pierre Salvadori,yard|2010s|paris-france|condominium|insomnia,Comedy|Drama,Les Films Pelléas|France 2 Cinéma|Delta Cinéma|Tovo Films|Canal+
tt2219210,Nicole Alonso|Torey Byrne|Tommy Ball|Wil Crown|David Wilde,Oklahoma Ward,girls-with-guns,Action|Horror|Mystery|Sci-Fi|Thriller,Backyard Films
tt2950236,Fran Kranz|Jocelin Donahue|Kenny Wormald|Chris Mulkey|Joelle Carter,Jack Bryan,No data in IMDb,Crime|Drama|Mystery|Thriller,Shooting Films
tt3279124,Richard Nixon|Henry Kissinger|Stuart Herrington|Juan Valdez|Frank Snepp,Rory Kennedy,vietnam|vietnam-war|country-name-in-title|title-directed-by-female|embassy,Documentary|History|War,Moxie Firecracker Films
tt3244992,John Paul Tremblay|Robb Wells|Mike Smith|John Dunsworth|Patrick Roach,Mike Clattenburg,road-trip|record-album|record|funeral|credit-card-fraud,Comedy|Crime|Drama,Topsail Entertainment
tt1718915,Jesse Carere|Daryl Sabara|Annie Clark|Jon Dore|Emmanuelle Vaugier,Blaine Thurier,seductive|sexy|teen-sex-comedy|bare-chested-male|male-nudity,Comedy|Horror,Independent Edge Films|Farpoint Films|Telefilm Canada - Equity Investment Program
tt2490004,Doris Roberts|Greg Germann|Lex Medlin|Valerie Azlynn|Jet Jurgensmeyer,Alex Zamm,children|mouth-zoom,Comedy|Family,Capital Arts Entertainment|Pace Pictures|Universal Pictures
tt3034594,Natasha Henstridge|Danielle C. Ryan|Jamie Kennedy|James Gaisford|Jeremias Elvegaard,Brian Brough,cyber-bullying|drama-teacher|history-teacher|high-school-clique|high-school-bullying,Adventure|Drama|Thriller,Gradual Elevate Media|Silver Peak Productions
tt3973198,Jon Hamm|Rafe Spall|Oona Chaplin|Natalia Tena|Janet Montgomery,Carl Tibbetts,potato|christmas-episode|murder|suicide-by-poison|dating-coach,Drama|Sci-Fi|Thriller,No data in IMDb
tt3203290,Benedict Lim|Danil Ishutin|Clinton Loomis|Toby Dawson|Pete Grenier,No data in IMDb,video-game|assistant-editor|dota-2|three-word-title|mother-son-relationship,Documentary|Action,Valve
tt2398249,Paul Rudd|Amy Poehler|Bill Hader|Ellie Kemper|Cobie Smulders,David Wain,spoof|racism|new-york-city|halloween-party|halloween,Comedy|Romance,Lionsgate
tt3302820,Bruce Hamilton|Kip Andersen|Al Gore|Heather Cooley|Manucher Alemi,Kip Andersen|Keegan Kuhn,veganism|vegan|world|water-scarcity|forest,Documentary,No data in IMDb
tt3449040,Rachel Mills|Joshua Zeman|Stephen Winick|James Presley|Casey Roberts,Joshua Zeman,babysitter-in-peril|killer-clown|boogeyman|serial-killer-clown|raped-with-an-object,Documentary|Crime|History|Horror,Gulp Pictures|Gigantic Pictures|Chiller Network|Storyville Entertainment
tt2199251,Alison Becker|Leslie Easterbrook|Joyce Hyser|Haylie Duff|Angie Everhart,Matt Berman,No data in IMDb,Comedy|Romance,Freefall Films|The Cartel
tt3718778,Elijah Wood|Collin Dean|Melanie Lynskey|Christopher Lloyd|Samuel Ramey,No data in IMDb,dark-fantasy|folk-horror|forest|horror-for-children|period-piece,Animation|Adventure|Drama|Family|Fantasy,Cartoon Network Studios|Cartoon Network
tt2593392,Dan Cohen|Louise Dueno|Nell Hardie|Norman Hardie|Bobby McFerrin,Michael Rossato-Bennett,music,Documentary|News,Projector Media|The Shelley & Donald Rubin Foundation
tt2574698,Ranveer Singh|Arjun Kapoor|Priyanka Chopra Jonas|Irrfan Khan|Karan Aanand,Ali Abbas Zafar,coal|1970s|no-title-at-beginning|gangster|fight-on-train-roof,Action|Drama|Musical|Romance,Yash Raj Films
tt2245171,Tahar Rahim|Simon Abkarian|Makram Khoury|Hindi Zahra|Kevork Malikyan,Fatih Akin,genocide|armenian-genocide|turkish-history|armenian|ottoman-empire,Adventure|Drama|Fantasy|History|Mystery,Bombero International|Pyramide Productions|ARD Degeto Film|Anadolu Kültür|BIM Distribuzione
tt4085696,Elliott Hanna|Ollie Jochim|Bradley Perret|Matteo Zecca|Ruthie Henshall,Stephen Daldry|Brett Sullivan,fight|filmed-performance,Comedy|Drama|Music|Musical,Universal Pictures|Universal Stage Productions|Working Title Films|Old Vic Productions|Tiger Aspect Productions
tt2751310,Haley Joel Osment|Lorenza Izzo|Kevin Balmore|Retta|Matt Walsh,Isaac Feder,female-nudity|prostitute|caught-having-sex|sex-in-front-of-a-friend|doggie-style-sex-position,Comedy|Romance,Sweet Tomato Films
tt1958043,Brandy Schaefer|Zack Andrews|Bobby Roe|Mikey Roe|Jeff Larson,Bobby Roe,haunt|road-trip|haunted-house|haunted-house-attraction|halloween,Horror|Thriller,Room 101|Foreboding Films
tt3116154,Billy Crystal|John Goodman|Peter Sohn|Julia Sweeney|Colleen O'Shaughnessey,Kelsey Mann,ruse|frat-party|frat-boy|sorority-girl|social-outcasts,Animation|Short|Adventure|Comedy|Family,Pixar Animation Studios
tt3399112,Larry Demery|Dock Ellis|Ron Howard,Jeffrey Radice,baseball-movie|recovery|drugs|baseball,Documentary|Biography|Sport,Arts+Labor
tt2483208,Vinnie Jones|Christian Slater|Emily Tennant|Jake Croker|Aren Buchholz,Kevin Carraway,bullying|fight|fistfight|priest|punched-in-the-face,Thriller,Matt Kelly Films|Odyssey Media
tt2106529,Fran Kranz|Dichen Lachman|Beau Garrett|Caitlin Stasey|Enver Gjokaj,Anton King,No data in IMDb,Comedy|Romance,AGGK Films|Luna Pictures Entertainment|Singhi
tt3107070,Alex Russell|Zachary Knighton|Johanna Braddy|Miles Fisher|Sinqua Walls,Will Bakke,college|austin-texas|university-fraternity|lost-scholarship|tuition-due,Comedy|Drama,Riot Studios
tt3024964,Shane Harper|Kathryn McCormick|Finola Hughes|Carolyn Hennesy|David Burtka,Alex Di Marco,dance|dance-off|chores|boy|gym,Comedy|Drama|Music|Romance,Across The Floor Productions|Across the Floor Productions|Buffalo 8 Productions|Jenkev Productions
tt3441700,Marc Evan Jackson|Megan Mullally|Nick Offerman,Jordan Vogt-Roberts,stand-up-special|stand-up-comedy|tv-special,Documentary|Comedy,No data in IMDb
tt2724236,Milo Ventimiglia|Katee Sackhoff|Jason Lee|Robert Patrick|Alan Tudyk,J.M.R. Luna,money,Action|Crime|Drama,Haven Entertainment|American Film Productions|Divide Pictures|BRON Studios
tt3445270,Lou Russell|Kurt Russell|Ken Wheeler|Todd Field|Jack Faust,Chapman Way|Maclain Way,actor,Documentary|Sport,No data in IMDb
tt3890264,Bo Huang|Zheng Xu|Quan Yuan|Dongyu Zhou|Yu Xia,Hao Ning,avatar|breakup,Comedy|Drama|Romance,Beijing Skywheel Entertainment Co.|Dirty Monkey Films Group
tt3995006,Beth Stebner|Keegan Hamilton|Jaime Rojo|Steven P. Harrington|Rebecca Encalada,Chris Moukarbel,graffiti|banksy|new-york|greed|capitalism,Documentary,Matador Content|Permanent Wave|Home Box Office
