imdb_id,cast,director,keywords,genres,production_companies
tt1972646,Charles Eames|Ray Eames|James Franco|Jeannine Oppewall|Paul Schrader,Jason Cohn|Bill Jersey,No data in IMDb,Documentary|Biography,Quest Productions|Bread & Butter Films|American Masters|WNET.org
tt1833845,Chris Salvatore|Daniel Skelton|Aaron Milo|Lilach Mendelovich|Harmony Santana,Q. Allan Brocka,drama-camp|gay|male-pubic-hair|caught-in-the-act|masturbation,Comedy,Ariztical Entertainment|EOSS Productions
tt1860355,Montrail 'Money' Brown|O.C. Brown|Bill Courtney|Chavis Daniels|Jeff Germany,Daniel Lindsay|T.J. Martin,underdog|american-football|teenager|torn-ligament|coach-player-relationship,Documentary|Sport,Zipper Bros Films|Five Smooth Stones Productions|Level 22 Productions|Spitfire Pictures
tt1806911,Ashley Arbaugh|Olivia Arben|Rachel Blais|Tigran Khachatrian|Nadya Vall,David Redmon|Ashley Sabin,language-barrier|modeling-agency|teenage-girl|contract|russia,Documentary|Thriller,No data in IMDb
tt1436572,Daniel Eric Gold|Jennifer Love Hewitt|Hubbel Palmer|Richard Short|Jamie Kennedy,Marc Erlbaum,pregnancy|woman-wears-a-red-dress|barista|repeated-scene-from-a-different-perspective|child's-drawing,Drama,Nationlight Productions
tt1473397,Colin Hanks|Ari Graynor|Ann-Margret|Jeffrey Tambor|Adam J. Harrington,Gil Cates Jr.,walking-into-the-camera|camera-shot-from-inside-a-mail-box|lottery|murder|serial-killer,Comedy,Ten/Four Pictures|Tax Credit Finance|Mirabelle Pictures
tt1693843,Kevin Sorbo|Ross Patterson|Danny Trejo|Jason Mewes|Edi Patterson,Garrett Brawith,bare-breasts|female-frontal-nudity|m-16|uh-1-huey-helicopter|color-archival-footage,Comedy,A Common Thread|Street Justice Films
tt1831829,Camilla Luddington|Nico Evers-Swindell|Victoria Tennant|Charles Shaughnessy|Ben Cross,Mark Rosman,character-names-as-title|forenames-as-title|three-word-title|prince-charles-character|prince-harry-character,Biography|Drama|Romance,SevenOne International|SilverScreen Pictures|The Königsberg Company
tt1861375,Eric Elmosnino|Mathilde Seigner|Fred Testot|Alain Chabat|Vincent Bres,Yann Samuell,village|countryside|rivalry|scholarship|chalk,Adventure|Family,One World Films|TF1 Droits Audiovisuels|TF1 Films Production|Les Films du Gorak|Coficup
tt1711018,Eric Jay Beck|April Matson|Akeem Smith|Greg Cipes|Maya Hazen,Taylor Sheridan,torture|tied-to-a-table|boiling-water|violence|penis-ripped-off,Horror|Mystery,Tony-Seven Films|Vile Entertainment
tt1288636,Bruce Greenwood|Eric Balfour|Michael Rooker|Deborah Valente|Conrad Coates,Stephen Kay,prison|reference-to-god|two-word-title|location-in-title,Horror,Access Motion Pictures
tt1341340,Kellan Lutz|Adam Beach|Ridge Canipe|William Mapother|Lauren Minite,Mike Sears,chin-up|lacrosse|death|training|arrogance,Action|Drama|Family|Sport,California Pictures|Family Productions|Harlequin Pictures|Harlequin Pictures
tt1807892,Bonnie Somerville|Shelley Long|Jordan Bridges|Sam McMurray|Haylie Duff,Jim Fall,christmas|deception|liar-revealed|actor|thanksgiving,Comedy|Romance,Johnson Production Group|Tim Johnson Productions
tt1784538,Jennifer Siebel Newsom|Jean Kilbourne|Jim Steyer|Katie Couric|Margaret Cho,Jennifer Siebel Newsom,women's-issues|media|misogyny|media-influence|feminist,Documentary,Girls' Club Entertainment|Pacific Gas and Electric|The Brin Wojcicki Foundation
tt1909348,Louis C.K.|Ricky Gervais|Chris Rock|Jerry Seinfeld,John Moffitt,tv-special,Comedy|Talk-Show,Gervais Ink|Moffitt-Lee Productions
tt1787660,Whoopi Goldberg|Bill Barretta|Tau Bennett|Fran Brill|Carson Carr,Constance Marks|Philip Shane,puppeteer|interview|puppet|fireworks|walt-disney-world,Documentary,Constance Marks Productions
tt1853563,Shawn Cloninger|William Goldsmith|Jessy Greene|Dave Grohl|Taylor Hawkins,James Moll,No data in IMDb,Documentary|Music,Allentown Productions|Spitfire Pictures
tt1754787,Déborah François|Elsa Zylberstein|Nicolas Giraud|Gilles Cohen|Firmine Richard,Pierre Rambaldi,santa-claus|brother-sister-relationship|snow|friendship|reference-to-corneille's-el-cid,Comedy|Romance,Big World|Nexus Factory|Studio 37|France 2 Cinéma|uFilm
tt2028530,Gary Gitchell|Todd Moore|Dana Moore|Pam Hobbs|Terry Hobbs,Joe Berlinger|Bruce Sinofsky,west-memphis-three|injustice|arkansas|murder-investigation|tattoo,Documentary|Crime,RadicalMedia|Home Box Office
tt2132457,Evan Davis|Steve Jobs|Daniel Kottke|Stewart Brand|Steve Wozniak,Laura Craig Gray|Tristan Quinn,apple-inc|internet|computer|apple-computer,Documentary|Biography,British Broadcasting Corporation
tt1613092,Marci Shimoff|Ed Diener|Richard Davidson|Mihaly Csikszentmihalyi|Sonja Lyubomirsky,Roko Belic,year-1992|reference-to-tricia-nixon|mother-son-relationship|memory|horse,Documentary|Drama|Family,Emotional Content|Iris Films|Wadi Rum Films
tt2125423,Emad Burnat|Soraya Burnat|Mohammed Burnat|Yasin Burnat|Taky-Adin Burnat,Emad Burnat|Guy Davidi,reference-to-the-world-cup|camera|friend|palestinian|arrest,Documentary|War,Alegria Productions|Burnat Films|Guy DVD Films
tt1568341,Kevin Corrigan|Barry Bostwick|Karen Black|Leo Fitzpatrick|Ariel Gade,Jack Perez,escaped-mental-patient|serial-killer|gore|black-comedy,Comedy|Crime|Drama|Horror|Mystery,Level 10 Films|Battle of Ireland Films|Litn-Up Films
tt1935749,Austin Butler|Yin Chang|Tom Irwin|Sebastian Sozzi|Jennifer Grey,Michael Lembeck,first-day-of-school|reference-to-paris-hilton|reference-to-steven-spielberg|reference-to-robert-pattinson|leaving-a-house-unlocked,Drama,Dick Clark Productions|SilverScreen Pictures
tt1747924,Sara Rue|Barry Watson|Fred Willard|Enisha Brewster|Jordan Wall,Michael Lange,No data in IMDb,Comedy|Fantasy|Romance|Sci-Fi,Bayonne Entertainment
tt1778342,No data in IMDb,William Joyce|Brandon Oldenburg,book|hurricane|library|reading|writing,Animation|Short|Adventure|Drama|Family,Moonbot Studios
tt1509803,Ryan Kwanten|Maeve Dermody|Patrick Brammall|Toby Schmitz|Marshall Napier,Leon Ford,character-name-as-title|nickname-as-title|forename-in-title|three-word-title|barefoot-male,Comedy|Drama|Romance|Sci-Fi,Green Park Pictures|Screen Australia|Fulcrum Media Finance
tt1972663,Werner Herzog|Richard Lopez|Michael Perry|Damon Hall|Lisa Stolter-Balloun,Werner Herzog,nihilism|drugs|death-row|friend|texas,Documentary|Crime|Drama,Creative Differences Productions|Skellig Rock|Spring Films|Werner Herzog Filmproduktion|Investigation Discovery
tt1720182,Rachel Hendrix|Jason Burkey|John Schneider|Jennifer Price|Colleen Trusler,Andrew Erwin|Jon Erwin,abortion|pro-life|adoption|forgiveness|christian,Drama,Gravitas Ventures|Provident Films
tt1841542,Irfan Khan|Sanath Menon|Rohan Grover|Naman Jain|Chinmay Chandraunshuh,Vikas Bahl|Nitesh Tiwari,television-broadcast|washing-one's-face-with-one's-hands|dog|politician|orphan,Comedy|Drama|Family,Salman Khan Human Productions|Salman Khan Productions|Skbh Productions
tt1754944,Houston Rhines|Noah Schuffman|Matt Lewis|Andy Anderson|Joe Komara,J.C. Calciano,man-undressing|swimming-in-underwear|boxer-briefs|male-underwear|male-male-kiss,Romance,Cinema 175
tt1869470,Emily Plumtree|Sam Stockman|Jessica Ellerby|Matt Stokoe|Simon Roberts,Michael Axelgaard,rural-legend|church|tree|house|group-of-friends,Horror|Mystery|Thriller,Hollow Pictures
tt1059887,Will Sasso|Kristanna Loken|Sophie Monk|Khary Payton|Ian Ziering,Jeff Kanew,300|historical-parody|bare-chested-male|tripping-over-a-dead-body|archer,Action|Comedy,Farah Films|National Lampoon|Vision Entertainment
tt2059290,Doug Walker|Lindsay Ellis|Lewis Lovhaug|Noah Antwiler|Brad Jones,Doug Walker,two-word-title|shot-on-video|reference-to-the-nostalgia-chick|reference-to-todd-in-the-shadows|reference-to-obscurus-lupa,Adventure|Comedy|Fantasy,Channel Awesome|That Guy With the Glasses
tt1436372,Ashlee Hewitt|Sterling Knight|Kiely Williams|Thomas Calabro|Katherine Bailess,John Dunson|Sean Dunson,No data in IMDb,Drama|Family,Dunson Twin Films|Frame Of Mind Entertainment|Split Vision Entertainment
tt2115386,Ray Romano|John Leguizamo|Denis Leary|Peter Dinklage|Jennifer Lopez,Steve Martino|Mike Thurmeier,ice-age|scrat-character|acorn|manny-character|sid-character,Animation|Short|Adventure|Comedy|Family,Blue Sky Studios|Twentieth Century Fox Animation
tt1777551,Bobby Fischer|David Edmonds|Anthony Saidy|Susan Polgar|Henry Kissinger,Liz Garbus,title-directed-by-female|brilliant-mind|troubled-childhood|cold-war|chess,Documentary|Biography|History|Sport,HBO Documentary Films|LM Media Production|Moxie Firecracker Films
tt1787837,Ed Wolf|Daniel Goldstein|Guy Clark|Eileen Glutzer|Bobbi Campbell,David Weissman|Bill Weber,gay|lgbt-community|aids|empowerment|illness,Documentary|Biography|History|News,Weissman Projects
tt2044056,Mark Cousins|Juan Diego Botto|Aleksandr Sokurov|Norman Lloyd|Lars von Trier,No data in IMDb,cinephilia|film-critic|film-clip|filmmaking|tv-mini-series,Documentary|History,Hopscotch Films|UK Film Council|British Film Institute (BFI)|Film4|More4
tt1520494,Max Records|Jenni Fontana|James Nardini|Joe Childs|Ruairi Robinson,Ruairi Robinson,cleaning-up-blood|cleaning|orders-to-kill|advertising|police,Short|Horror|Sci-Fi,Image Now Films|Alturas Films|Logolite Entertainment|Screen Ireland
tt1433810,Prateik|Monica Dogra|Kriti Malhotra|Aamir Khan|Danish Husain,Kiran Rao,drug-dealer-murdered|title-directed-by-female|home-video|f-rated|mumbai-india,Drama,Aamir Khan Productions
tt1790867,Tony Adolescent|Art Alexakis|Tony Cadena|Rob Chaos|Chris De Wolfe,Andrea Blaugrund Nevins,fatherhood|paternity|disturbing-childhood|growing-up|father-daughter-relationship,Documentary|Comedy|Drama|Music,Rare Bird Films|Warrior Poets
tt1969151,No data in IMDb,Christopher Kezelos,teen-movie|cycle-of-life|hour-glass|book-of-instructions|no-dialogue,Animation|Short|Family|Fantasy|Music,Zealous Creative
tt2082496,Agathe Bonitzer|Mahmud Shalaby|Hiam Abbass|Riff Cohen|Abraham Belaga,Thierry Binisti,bombing|gaza|mother-son-relationship|friendship|israeli-palestinian-conflict,Drama,TS Productions|EMA Films|Lama Films|France 3 Cinéma|Canal+
tt1672845,Rebecca Benson|Luke Treadaway|Mathew Baynton|Natalia Tena|Kari Corbett,David Mackenzie,handcuff-key|hand-pruner|four-people-in-bed|kiss|lesbian-kiss,Comedy|Drama|Music,BBC Films|Head Gear Films|Metrol Technology|Creative Scotland|Sigma Films
tt1417592,Cameron Crowe|Jeff Ament|Matt Cameron|Stone Gossard|Mike McCready,Cameron Crowe,reference-to-andrew-wood|pearl-jam|reference-to-chris-cornell|reference-to-kurt-cobain|reference-to-pearl-jam,Documentary|History|Music,Tremolo Productions|Vinyl Films
tt2011325,Jesse Temple|Brad Katinas|Diane Schuler|Jay Schuler|Michael Realmuto,Liz Garbus,driving-while-stoned|driving-under-the-influence|denial|fatal-car-crash|dui,Documentary|Crime,Moxie Firecracker Films
tt1753460,Murray Bartlett|Edward Conna|Adrian Gonzalez|Daniel Dugan|Kevin McShane,Eldar Rapaport,male-objectification|male-male-kiss|gay-threesome|erotica|homoeroticism,Drama|Romance,No data in IMDb
tt1691154,Noah Bean|Rachel Boston|Anna Chlumsky|Jean Brassard|Al Thompson,J.C. Khoury,pregnancy,Comedy|Drama|Romance,Shoot First Entertainment
tt2096615,Bill Fernandez|Robert Palladino|Dean Hovey|Ross Perot|Demetri Goritsas,Sarah Hunt|Mimi O'Connor,technology|innovator|entrepreneur|industry|computer,Documentary|Biography,Pioneer Productions
tt0246460,Pierce Brosnan|Halle Berry|Toby Stephens|Rosamund Pike|Rick Yune,Lee Tamahori,north-korea|iceland|gadget-car|british-secret-service|weaponised-car,Action|Adventure|Thriller,Eon Productions|Danjaq|Metro-Goldwyn-Mayer|United Artists
tt0324572,Jim Cummings|Peter Cullen|John Fiedler|Michael Gough|William Green,Gary Katona|Ed Wexler|Jamie Mitchell,animal-character-name-in-title|winnie-the-pooh-character|boy|eeyore-character|tigger-character,Animation|Comedy|Drama|Family|Fantasy,Disney Television Animation|Disneytoon Studios|Walt Disney Pictures
tt0313255,Kelly Sheridan|Anjelica Huston|Cree Summer|Ian James Corlett|Mark Hildreth,Owen Hurley,nightmare|feud|king|witch|dragon,Animation|Family|Fantasy,Family Home Entertainment|Mainframe Entertainment|Mattel
tt0210294,Chelsea Hobbs|Jeremy Guilbaut|Robert Wisden|Wanda Cannon|Jennifer Clement,No data in IMDb,character-name-as-title|snow-queen-character|tv-mini-series|snow|seasons,Adventure|Family|Fantasy,Hallmark Entertainment|Mat 1 Productions|Canadian Film or Video Production Tax Credit|Province of British Columbia Production Services Tax Credit|MAT 1 Movies & Television Produktion
tt0345543,John Ingle|Kenneth Mars|Miriam Flynn|Thomas Dekker|Anndi McAfee,Charles Grosvenor,helping-a-friend|sea|stegosaurus|grandparents|earthquake,Animation|Adventure|Family,Universal Cartoon Studios|Universal Studios
tt0309912,Stella Gonet|Andrew Havill|Henry McGrath|Hugh Mitchell|Poppy Rogers,Douglas McGrath,uncle-nephew-relationship|based-on-novel|alliterative-title|1850s|character-name-as-title,Adventure|Drama|Romance,United Artists Film Corporation|Hart Sharp Entertainment|Potboiler Productions
tt0282687,Angelina Jolie|Edward Burns|Tony Shalhoub|Christian Kane|James Gammon,Stephen Herek,homeless-man|alternative-reality|prophecy|life-and-death-battle|superstition,Comedy|Romance,New Regency Productions|Davis Entertainment|New Regency Productions|Epsilon Motion Pictures|Atchity Entertainment International
tt0179098,Jake Gyllenhaal|Dustin Hoffman|Susan Sarandon|Alexia Landeau|Richard Messing,Brad Silberling,watching-tv|scene-of-the-crime|fiancee|death|district-attorney,Drama|Romance,Touchstone Pictures|Hyde Park Entertainment|Reveal Entertainment|Gran Via|Punch Productions
tt0281634,Jodi Benson|David Carradine|Lacey Chabert|Mark Hamill|Maurice LaMarche,Phil Weinstein,dream|1920s|nightmare|balto-character|direct-to-video,Animation|Adventure|Family|Fantasy,Universal Cartoon Studios
tt0233044,David Thewlis|Katie Carr|Jim Carter|Alice Krige|Tyron Leitso,No data in IMDb,sibling-rivalry|talking-dinosaur|opposites|rebellious|island-nation,Adventure|Family|Fantasy|Sci-Fi,Hallmark Entertainment|Mat I|Mid Atlantic Films|RTL|Walt Disney Television
tt0289830,Dakota Fanning|Matt Frewer|Emily Bergl|Heather Donahue|Joel Gretsch,No data in IMDb,roswell-new-mexico|unidentified-flying-object|unidentified-flying-object-crash|dreamworks|alien,Drama|Mystery|Sci-Fi|Thriller,DreamWorks Television
tt0286261,Alison Garland|Jean Ainslie|Timothy Spall|Badi Uzzaman|Parvez Qadir,Mike Leigh,single-parent|abusive-boyfriend|love|supermarket|working-class,Drama,Les Films Alain Sarde|Thin Man Films
tt0342965,Chris Wedge,Carlos Saldanha,ice-age|scrat-character|acorn|cgi-animation|falling-from-height,Animation|Short|Adventure|Comedy|Family,Blue Sky Studios|Twentieth Century Fox Animation|Twentieth Century Fox
tt0297037,Taye Diggs|Sanaa Lathan|Yasiin Bey|Nicole Ari Parker|Boris Kodjoe,Rick Famuyiwa,hip-hop|record-company|writer|basketball|rap-music,Comedy|Drama|Music|Romance,Fox Searchlight Pictures|Evergreen Productions|Heller Highwater Productions|Magic Johnson Entertainment|Twentieth Century Fox
tt0359639,Tyler Perry|Isaac Carree|Sonya T. Evans|D'Atra Hicks|Gary Jenkins,Tyler Perry|Elvin Ross,actor-playing-female-role|2000s|woman-played-by-man|african-american-protagonist|cross-dressing,Comedy|Drama|Music|Romance,My.Te.Pe. Productions|Tyler Perry Studios
tt0280453,Dylan Neal|Andreas Katsulas|Alex Zahara|Myriam Sirois|Dean Marshall,Michael Vejar,outer-space|trickery|traitor|evil-aliens|reference-to-butch-cassidy,Action|Adventure|Sci-Fi,Babylonian Productions|Legendary Films Inc.|The Sci-Fi Channel
tt0265651,Ray Winstone|John Malkovich|Uwe Mansshardt|Hanns Zischler|Paolo Paoloni,Liliana Cavani,villa|villain-played-by-lead-actor|art-forgery|based-on-novel|character-name-in-title,Crime|Drama|Mystery|Thriller,Baby Films|Cattleya|Mr. Mudd
tt0324937,Sam Neill|Alexandra Maria Lara|Sam MacLintock|Daniella Byrne|Nick Stewart,No data in IMDb,tv-mini-series|sexual-abuse|forbidden-love|infidelity|russia,Drama|Romance,E-Vision|Epsilon TV Production|Granada Productions|Granada Television|WGBH
tt0314166,Spencer Klein|Francesca Marie Smith|Jamil Walker Smith|Dan Castellaneta|Tress MacNeille,Tuck Tucker,2d-animation|hand-drawn-animation|traditional-animation|neighborhood|document,Animation|Adventure|Comedy|Family,Paramount Pictures|Nickelodeon Movies|Snee-Oosh Productions|Nickelodeon Animation Studios|Viacom Productions
tt0283530,Kevin Kline|Emile Hirsch|Embeth Davidtz|Rob Morrow|Edward Herrmann,Michael Hoffman,golf-resort|told-in-flashback|ear-piece|marriage|library,Drama,Beacon Communications|Fine Line Features|Horsepower Films|LivePlanet|Longfellow Pictures
tt0207524,Kenneth Branagh|Suzi Hofrichter|Lynn Redgrave|Robin Wright|Peter Riegert,Michael Kalesniko,neighbor|dog|doppelganger|girl|play,Comedy|Drama,Cinerenta Medienbeteiligungs KG|Lonsdale Productions|Millennium Films|Wildwood Enterprises
tt0282521,Lindsay Lohan|Bug Hall|Ian Gomez|Brenda Song|Al Mukadam,Maggie Greenwald,teacher|school|reporter|gossip|friend,Comedy|Crime|Family|Mystery,Flagstaff Pictures
tt0285728,Jeremy Renner|Bruce Davison|Artel Great|Matt Newton|Dionysio Basco,David Jacobson,borderline-personality-disorder|serial-murder|serial-killer|murder|necrophilia,Biography|Crime|Drama|Horror|Thriller,Blockbuster Films|DEJ Productions|Peninsula Films|Two Left Shoes Films
tt0289408,Cathy Cavadini|Tara Strong|Elizabeth Daily|Roger Jackson|Tom Kane,Craig McCracken|Genndy Tartakovsky,cartoon-network|cult-tv|superhero-crying|gender-in-title|origin-of-heroine,Animation|Action|Adventure|Comedy|Family,Cartoon Network Studios|Canal+ España|Cartoon Network|Televisión Española (TVE)
tt0256276,Gwyneth Paltrow|Aaron Eckhart|Jeremy Northam|Jennifer Ehle|Lena Headey,Neil LaBute,nonlinear-timeline|psychotronic-film|victorian-poet|poet|academia,Drama|Mystery|Romance,Focus Features|Warner Bros.|Baltimore Spring Creek Productions|Contagious Films|USA Films
tt0324532,Ashley Olsen|Mary-Kate Olsen|Leslie Danon|Julian Stone|Michelangelo Tommaso,Steve Purcell,intern|teenage-girl|teenage-protagonist|female-protagonist|twin,Comedy|Family,Dualstar Entertainment Group|Dualstar Productions|Easy Mañana|Tapestry Films|Warner Bros.
tt0298856,Sophie Vavasseur|Niall Beagan|Hugh McDonagh|Pierce Brosnan|Mairead Devlin,Bruce Beresford,character-name-as-title|children|court|judge|irish,Drama,First Look International|Cinerenta Medienbeteiligungs KG|Irish DreamTime|CineEvelyn
tt0145937,Belladonna|Marlon Brando|Elton John|Julia Louis-Dreyfus|Madonna,Godfrey Reggio,third-part|washington-monument-washington-d.c.|technology|violence|trippy,Documentary|Music,Miramax|Qatsi Productions
tt0305396,Steve Irwin|Terri Irwin|Magda Szubanski|David Wenham|Lachy Hulme,John Stainton,short-shorts|hairy-chest|boat|queensland-australia|queensland,Action|Adventure|Comedy|Family,Metro-Goldwyn-Mayer (MGM)|The Best Picture Show Company|Cheyenne Enterprises|Animal Planet|Discovery Channel Pictures
tt0330843,Vivek Oberoi|Rani Mukerji|Shah Rukh Khan|Tabu|Sandhya Mridul,Shaad Ali,sister-sister-relationship|hit-by-a-car|train-station|father-son-relationship|father-daughter-relationship,Drama|Family|Romance,Kaleidoscope Entertainment
tt0242953,Larisa Oleynik|Shiri Appleby|Peter Coyote|Patricia Kalember|Scott Vickaryous,Peter Gilbert,dance-academy|dance-company|school|friendship|dance,Drama|Music,East of Doheny
tt0334405,Angela Arenivar|Ubaldo Arenivar|Jorge Arenivar|Scott McGarraugh|Lindy McGarraugh,Jeffrey Blitz,grand-hyatt-hotel|washington-monument-washington-d.c.|spelling|national-spelling-bee|immigrant,Documentary|Comedy|Thriller,Blitz/Welch|Cinetic Media
tt0280477,Parry Shen|Jason Tobin|Shirley Anderson|Nanette Matoba|Kenji Matoba,Justin Lin,teen-movie|high-school|overachiever|asian-american|vomiting,Crime|Drama|Romance,Cherry Sky Films|Day O Productions|Hudson River Entertainment|MTV Films|Trailing Johnson Productions
tt0307535,Mary-Kate Olsen|Ashley Olsen|Billy Aaron Brown|Heather Lindell|Jeff D'Agostino,Steve Purcell,no-cell-phone-signal|indian|olympics|birthday|twin,Comedy|Family,Dualstar Entertainment Group|Dualstar Productions|Tapestry Films
tt0274711,Al Pacino|Kim Basinger|Ryan O'Neal|Téa Leoni|Richard Schiff,Daniel Algrant,man-wears-eyeglasses|scandal|new-york|actor|protection,Crime|Drama,Myriad Pictures|Wildwood Enterprises|Galena|GreeneStreet Films|Chal Productions
tt0291172,Olivier Gourmet|Morgan Marinne|Isabella Soupart|Nassim Hassaïni|Kevin Leroy,Jean-Pierre Dardenne|Luc Dardenne,apprentice|class|classroom|work|workshop,Drama|Mystery,Archipel 35|Les Films du Fleuve|Radio Télévision Belge Francophone
tt0347840,Scott Coffey|Rebekah Del Rio|Laura Harring|Naomi Watts,David Lynch,minimalism|experimental-film|avant-garde|surrealism|another-dimension,Short|Drama|Fantasy|Horror|Mystery,No data in IMDb
tt0283084,Alexis Bledel|William Hurt|Sissy Spacek|Jonathan Jackson|Scott Bairstow,Jay Russell,fountain-of-youth|based-on-novel|woods|secret|immortality,Drama|Family|Fantasy|Romance,Walt Disney Pictures|Beacon Communications|Scholastic Productions|Jane Startz Productions|Everlasting Pictures
tt0202623,Luke Wilson|Denise Richards|Jay Lacopo|Ben Affleck|Phill Lewis,Jordan Brady,date|halloween-costume|white-rose|valentine's-day|tow-truck,Comedy|Romance,HSI Tomorrow Film|LivePlanet|Pearl Street Productions
tt0366621,Kappei Yamaguchi|Satsuki Yukino|Kôji Tsujitani|Houko Kuwashima|Kumiko Watanabe,Toshiya Shinohara,older-actors-younger-roles|mysticism|bodily-possession|half-demon|yokai,Action|Animation|Comedy|Romance,Shogakukan Production|Sunrise|Yomiuri Telecasting Corporation
tt0328258,Yôsuke Kubozuka|Arata Iura|Sam Lee|Shidô Nakamura|Kôji Ohkura,Fumihiko Sori,ping-pong|coach|high-school|training|based-on-manga,Comedy|Drama|Sport,Asmik Ace Entertainment|Tokyo Broadcasting System
tt0285627,Geoffrey Arend|Rand Bridges|Lisa Kathleen Collins|Michelle Damato|Sarah Drew,Karen Disher,title-directed-by-female|girl-wears-eyeglasses|teen-movie|school|graduation,Animation|Comedy|Romance,MTV Animation|MTV Networks
tt0298388,Phil Vischer|Mike Nawrocki|Tim Hodge|Lisa Vischer|Shelby Morimoto,Mike Nawrocki|Phil Vischer,nightmare|lions-gate-films|pirate|pirate-ship|tomato,Animation|Adventure|Comedy|Drama|Family,Big Idea Productions|Family Home Entertainment (FHE)
tt0254872,Tara Spencer-Nairn|Michael Trucco|Jason Thompson|John Novak|Victor Webster,Chris Angel,wishmaster|sex|female-nudity|fourth-part|genie,Fantasy|Horror|Romance,Overseas FilmGroup|Artisan Entertainment|Blue Rider Pictures|GFT Entertainment|Paquin Entertainment Group
tt0294662,Amitabh Bachchan|Sanjay Dutt|Sunil Shetty|Mahesh Manjrekar|Lucky Ali,Sanjay Gupta,indian-abroad|nonlinear-timeline|nightclub|voice-over-narration|ambush,Action|Crime|Drama|Thriller,Film Club|Pritish Nandy Communications|White Feather Films
tt0346952,Kevin Smith|Jason Mewes|Scott Mosier|Anthony Snitzer|Frank Diaz,J.M. Kenny,stand-up-comedy|cell-phone|reference-to-woody-allen|self-deprecation|anecdote,Comedy|Documentary,Destination Films|New Wave Entertainment|Snoogans Inc.
tt0303356,The Notorious B.I.G.|Tupac Shakur|Nick Broomfield|Russell Poole|Donald Hicken,Nick Broomfield,character-names-as-title|reference-to-the-notorious-b.i.g.|reference-to-tupac-shakur|rap|hip-hop,Documentary|Biography|Crime|Music,FilmFour|Lafayette Films
tt0109891,Macaulay Culkin|Ted Danson|Glenne Headly|Saul Rubinek|Gailard Sartain,Howard Deutch,convict|ex-convict|barefoot-boy|bare-chested-teenage-boy|singing,Comedy|Crime|Family,Metro-Goldwyn-Mayer
tt0110213,Jason Scott Lee|Cary Elwes|Lena Headey|Sam Neill|John Cleese,Stephen Sommers,jungle|treasure|tiger|elephant|action-hero,Adventure|Family|Romance,Vegahom Europe|Walt Disney Pictures
tt0109287,Brian Bonsall|Karen Duffy|James Rebhorn|Jayne Atkinson|Michael Faustino,Rupert Wainwright,slapstick-comedy|child-protagonist|castle|mistaken-identity|dysfunctional-family,Comedy|Crime|Family,Walt Disney Pictures|Agelson|Baumgarten
tt0110570,Roberto Benigni|Michel Blanc|Nicoletta Braschi|Dominique Lavanant|Jean-Claude Brialy,Roberto Benigni,rapist|suspect|murder-suspect|murder|parody,Comedy|Crime|Mystery,Canal+|IRIS Films|La Sept Cinéma|Melampo Cinematografica|Union Générale Cinématographique
tt0110255,Sasha Mitchell|Kamel Krifa|Brad Thornton|Jill Pierce|Michele Krasnoo,Albert Pyun,threesome|rape|breasts|female-rear-nudity|woman-on-top,Action|Sport,Kings Road Entertainment
tt0110365,Tim Roth|Edward Furlong|Moira Kelly|Vanessa Redgrave|Paul Guilfoyle,James Gray,winter|snow|ill-mother|face-slap|assassin,Crime|Drama,Fine Line Features|Live Entertainment|New Line Cinema
tt0109779,Rutger Hauer|Miranda Richardson|Peter Vaughan|Michael Kitchen|Jean Marsh,Christopher Menaul,reference-to-the-beatles|year-1964|adolf-hitler-character|uchronia|germany,Drama|Romance|Sci-Fi|Thriller|War,Eis Film|Eis Film|HBO Pictures|Home Box Office
tt0110157,Mackenzie Astin|Kevin Spacey|David Ogden Stiers|August Schellenberg|Brian Cox,Charles Haid,racing|dog-movie|family-relationships|father-son-relationship|mother-son-relationship,Adventure|Family,Walt Disney Pictures
tt0109120,Tina Majorino|Chelsea Field|Shane Meier|Aidan Pendleton|Shirley Broderick,George Miller,fisherman|harbor-master|seal-the-animal|year-1962|small-town,Adventure|Drama|Family,Paramount Pictures|The Kushner-Locke Company
tt0111194,Steve Martin|Gabriel Byrne|Laura Linney|Catherine O'Hara|Alana Austin,Gillies MacKinnon,girl|gold|secret|miser|baby,Comedy|Drama,Touchstone Pictures
tt0111003,Donald Sutherland|Eric Thal|Julie Warner|Keith David|Will Patton,Stuart Orme,alien|iowa|ambulance|fire-truck|sheriff,Horror|Sci-Fi|Thriller,Hollywood Pictures
tt0109322,Owen Wilson|Luke Wilson|Robert Musgrave|Elissa Sommerfield|Isiah Ellis,Wes Anderson,robbery|two-word-title|thief|target-practice|pistol,Short|Comedy|Crime|Drama,No data in IMDb
tt0109965,David Hayter|Kathy Christopherson|Bruno Patrick|Christopher Michael|Stuart Weiss,Steve Wang,low-budget-sci-fi-movie|alien|throat-slitting|based-on-comic-book|multiple-monsters,Action|Sci-Fi|Thriller,Biomorphs Inc.
tt0110913,Andrew Robinson|Ami Dolenz|Soleil Moon Frye|J. Trevor Edmond|Hill Harper,Jeff Burr,revenge|monster|sympathetic-monster|vengeance|sex-scene,Fantasy|Horror|Thriller,Motion Picture Corporation of America (MPCA)
tt0122768,Peter Paul|David Paul|Christian Cousins|Joseph Cousins|Rena Sofer,John Paragon,babysitter|babysitting|cook|restaurant|bodybuilder,Comedy|Family|Thriller,Surge Productions Inc.
